,id,gender,state,region,education,income,vehicle_class,policy_type,monthly_premium,customer_lifetime_value,total_claim_amount,open_complaints
2076,xb32430,m,california,west,bachelor,68342.0,four-door car,personal auto,72.0,5718,148.74,0
2077,ln43251,m,oregon,north west,high school or below,50510.55,suv,personal auto,133.0,4624,957.6,0
2078,bx20227,f,oregon,north west,college,72608.0,four-door car,personal auto,82.0,6521,393.6,3
2079,pc12390,m,nevada,central,master,74960.0,four-door car,corporate auto,69.0,5507,107.99,1
2080,xq44462,m,oregon,north west,college,56342.0,four-door car,corporate auto,69.0,2675,331.2,0
2081,gf59560,f,oregon,north west,college,86824.0,four-door car,personal auto,72.0,5818,189.1,0
2082,fe67098,m,nevada,central,college,37530.0,suv,personal auto,117.0,4646,561.6,0
2083,lo98108,m,oregon,north west,bachelor,50510.55,two-door car,personal auto,62.0,2227,297.6,0
2084,sp94430,f,california,west,bachelor,53330.0,four-door car,personal auto,65.0,7651,224.09,0
2085,sh44158,m,oregon,north west,bachelor,50510.55,four-door car,special auto,63.0,2305,327.69,0
2086,wy41435,f,nevada,central,college,52436.0,four-door car,personal auto,76.0,11960,109.48,0
2087,mr77933,f,arizona,central,bachelor,11885.0,four-door car,personal auto,101.0,11315,484.8,0
2088,wj38827,m,oregon,north west,high school or below,50510.55,two-door car,corporate auto,97.0,7213,498.78,0
2089,tm33419,f,washington,east,college,44536.0,suv,personal auto,137.0,5256,46.95,1
2090,qf91596,f,nevada,central,bachelor,82763.0,four-door car,personal auto,61.0,4795,245.16,0
2091,db16336,f,nevada,central,college,50510.55,four-door car,corporate auto,87.0,2660,420.04,3
2093,jb20891,f,arizona,central,high school or below,11828.0,four-door car,personal auto,90.0,10083,571.48,0
2094,we68750,m,oregon,north west,bachelor,99747.0,two-door car,corporate auto,72.0,5688,61.54,0
2095,rn65450,m,california,west,college,50510.55,four-door car,personal auto,88.0,3059,633.6,0
2096,bw79345,f,nevada,central,high school or below,78796.0,two-door car,personal auto,61.0,4945,292.8,0
2097,oz64384,f,oregon,north west,bachelor,79090.0,suv,personal auto,107.0,8609,289.04,0
2098,kv99077,m,nevada,central,college,43906.0,two-door car,personal auto,65.0,5157,468.0,0
2099,ny24020,m,arizona,central,high school or below,82189.0,two-door car,personal auto,94.0,3749,354.08,0
2100,cj81799,f,oregon,north west,college,70263.0,two-door car,personal auto,93.0,7463,7.35,0
2102,vc70716,m,arizona,central,high school or below,50510.55,suv,corporate auto,131.0,9658,628.8,0
2103,zb88708,m,nevada,central,master,78127.0,four-door car,personal auto,69.0,2799,136.17,0
2104,xg64081,m,arizona,central,bachelor,92296.0,two-door car,personal auto,69.0,2760,331.2,0
2105,zz35218,m,oregon,north west,doctor,50510.55,two-door car,corporate auto,74.0,5392,317.11,0
2106,ka95976,f,california,west,high school or below,80550.0,four-door car,personal auto,68.0,5393,265.52,3
2107,tf23305,f,arizona,central,college,51950.0,two-door car,personal auto,89.0,3575,429.17,0
2108,tu72516,f,oregon,north west,college,20392.0,four-door car,personal auto,73.0,5608,350.4,0
2109,dm16101,f,washington,east,college,30886.0,four-door car,special auto,61.0,4755,8.32,0
2110,uf93725,m,oregon,north west,bachelor,50510.55,four-door car,personal auto,66.0,2240,475.2,0
2111,ih62666,f,california,west,bachelor,33089.0,four-door car,personal auto,61.0,7356,292.8,0
2112,fg23952,m,oregon,north west,college,50510.55,suv,personal auto,132.0,13284,950.4,0
2113,nh85248,m,arizona,central,college,50510.55,two-door car,corporate auto,68.0,6893,326.4,0
2114,xo75323,m,california,west,college,72439.0,suv,personal auto,100.0,3966,480.0,1
2116,kg40352,f,oregon,north west,college,68815.0,four-door car,personal auto,68.0,5447,114.74,0
2117,gx27974,f,california,west,college,50510.55,four-door car,personal auto,63.0,4645,94.96,0
2118,st31207,f,california,west,bachelor,25134.0,four-door car,personal auto,67.0,5319,321.6,0
2119,vc64410,f,arizona,central,high school or below,25965.0,four-door car,personal auto,65.0,2491,329.21,0
2120,yo49328,m,arizona,central,high school or below,55193.0,suv,personal auto,105.0,12296,504.0,1
2121,kp10993,f,california,west,college,18577.0,four-door car,personal auto,86.0,6274,412.8,0
2122,fr15853,m,nevada,central,high school or below,44368.0,two-door car,corporate auto,80.0,6366,384.0,0
2123,br13613,m,oregon,north west,college,13528.0,four-door car,personal auto,86.0,6006,412.8,0
2124,mm27192,f,oregon,north west,master,21514.0,two-door car,personal auto,62.0,11982,257.25,0
2125,hi36042,m,california,west,high school or below,50510.55,suv,personal auto,105.0,11886,756.0,0
2127,sb83749,m,california,west,high school or below,20355.0,four-door car,personal auto,61.0,4718,439.2,1
2128,we77831,m,california,west,bachelor,50510.55,four-door car,personal auto,73.0,4779,350.4,2
2129,hm21382,m,washington,east,bachelor,46210.0,two-door car,personal auto,61.0,2402,439.2,3
2130,ml10022,f,nevada,central,college,50510.55,four-door car,personal auto,68.0,13198,326.4,3
2132,tz71391,m,oregon,north west,master,26057.0,four-door car,personal auto,74.0,8510,523.89,0
2133,as62048,m,arizona,central,bachelor,50510.55,four-door car,personal auto,73.0,4774,525.6,0
2134,pl14941,f,nevada,central,high school or below,76700.0,four-door car,personal auto,112.0,9114,322.05,0
2135,lk87874,f,nevada,central,bachelor,50510.55,suv,personal auto,109.0,7664,523.2,0
2136,nk53938,m,oregon,north west,master,45181.0,four-door car,personal auto,65.0,2600,312.0,0
2137,vf96109,m,oregon,north west,high school or below,99845.0,suv,personal auto,110.0,8819,528.0,1
2139,ee96187,f,oregon,north west,high school or below,92423.0,four-door car,personal auto,88.0,7109,404.24,0
2140,fj31683,f,washington,east,doctor,43793.0,four-door car,personal auto,71.0,2843,16.15,0
2141,on90223,m,washington,east,college,93210.0,suv,personal auto,107.0,12846,513.6,2
2142,sc70396,m,oregon,north west,bachelor,58484.0,two-door car,personal auto,88.0,3499,43.54,1
2143,wf44706,m,oregon,north west,high school or below,26876.0,four-door car,personal auto,76.0,6005,364.8,0
2144,cf15252,f,arizona,central,bachelor,48054.0,suv,personal auto,109.0,4345,523.2,0
2146,le12782,m,arizona,central,college,28663.0,four-door car,personal auto,61.0,4467,292.8,4
2147,ld98568,f,california,west,college,54431.0,four-door car,personal auto,97.0,7849,284.5,0
2148,wx92363,f,washington,east,bachelor,27608.0,suv,personal auto,108.0,4251,308.95,0
2149,kx57885,m,california,west,bachelor,22103.0,four-door car,personal auto,89.0,6073,427.2,1
2150,xi30683,m,arizona,central,college,50510.55,suv,personal auto,103.0,6730,741.6,0
2151,tm13510,m,arizona,central,doctor,46168.0,four-door car,personal auto,65.0,2589,312.0,0
2152,lu95652,m,oregon,north west,college,83221.0,four-door car,personal auto,91.0,7306,14.39,0
2153,od45969,m,california,west,bachelor,98677.0,four-door car,personal auto,105.0,8531,108.03,0
2154,mu96709,f,california,west,high school or below,46379.0,four-door car,corporate auto,72.0,8618,345.6,0
2155,kx55910,f,oregon,north west,college,62803.0,two-door car,personal auto,62.0,4957,400.96,0
2158,of12725,f,california,west,bachelor,28139.0,four-door car,personal auto,97.0,7080,465.6,2
2159,we52840,f,arizona,central,college,52982.0,four-door car,corporate auto,89.0,7053,31.36,0
2160,oj65117,f,oregon,north west,bachelor,77095.0,four-door car,personal auto,68.0,5366,461.84,1
2161,fc52000,f,oregon,north west,college,26322.0,suv,corporate auto,111.0,4307,180.35,2
2162,in57582,f,california,west,college,25125.0,four-door car,corporate auto,81.0,5971,583.2,1
2163,uy13430,f,oregon,north west,high school or below,52583.0,suv,special auto,113.0,8880,528.2,0
2164,pd66941,m,arizona,central,bachelor,17622.0,four-door car,personal auto,65.0,4458,312.0,1
2165,ib36843,m,california,west,master,90607.0,four-door car,personal auto,70.0,5566,311.51,0
2166,ve51810,m,arizona,central,bachelor,42795.0,four-door car,personal auto,73.0,5813,350.4,0
2168,tk22471,m,oregon,north west,college,27984.0,four-door car,personal auto,62.0,7276,445.36,1
2169,yr85283,f,nevada,central,high school or below,26021.0,suv,personal auto,126.0,15084,331.85,0
2170,wh83589,f,arizona,central,high school or below,25448.0,four-door car,personal auto,71.0,8459,345.02,0
2171,nm40177,m,california,west,bachelor,52009.0,four-door car,personal auto,68.0,8011,250.42,0
2172,uv44069,f,oregon,north west,high school or below,23504.0,two-door car,corporate auto,69.0,2514,374.4,0
2173,co25601,m,washington,east,high school or below,50510.55,four-door car,personal auto,71.0,4113,569.76,3
2174,is58493,m,oregon,north west,master,40774.0,sports car,personal auto,110.0,4370,394.97,1
2175,yf54705,m,nevada,central,college,36812.0,two-door car,personal auto,92.0,7356,392.7,1
2176,es66762,f,oregon,north west,bachelor,72540.0,two-door car,personal auto,88.0,10657,631.74,0
2177,cx85598,m,arizona,central,bachelor,51240.0,four-door car,personal auto,70.0,5366,283.85,2
2178,qf74806,m,california,west,college,20396.0,four-door car,personal auto,76.0,6047,364.8,1
2179,lo17461,f,arizona,central,high school or below,35654.0,two-door car,personal auto,72.0,2886,515.12,0
2180,kw95891,f,oregon,north west,high school or below,93884.0,four-door car,personal auto,65.0,2635,312.0,0
2181,yr45605,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,68.0,2414,379.21,0
2182,ow83209,m,nevada,central,bachelor,30344.0,suv,personal auto,107.0,8342,342.83,0
2183,at86990,f,arizona,central,bachelor,28738.0,two-door car,personal auto,62.0,2487,81.61,0
2184,cw80905,m,nevada,central,high school or below,70958.0,sports car,personal auto,115.0,9213,115.4,0
2186,fq89652,f,oregon,north west,college,50510.55,suv,special auto,103.0,7017,741.6,0
2187,ph70685,f,california,west,bachelor,70795.0,four-door car,corporate auto,68.0,5482,177.95,0
2188,ap34711,f,arizona,central,master,32821.0,suv,personal auto,129.0,10382,25.9,0
2189,az31562,m,arizona,central,college,22520.0,four-door car,personal auto,73.0,5499,350.4,0
2190,vu87728,m,nevada,central,high school or below,50510.55,four-door car,personal auto,72.0,4846,518.4,0
2191,xx34879,m,oregon,north west,college,56263.0,four-door car,corporate auto,93.0,14718,446.4,0
2192,gg91020,m,nevada,central,bachelor,50510.55,four-door car,personal auto,72.0,9657,345.6,0
2193,ro58812,m,california,west,college,50510.55,four-door car,personal auto,64.0,4466,307.2,0
2195,qf66202,m,nevada,central,college,31993.0,four-door car,personal auto,66.0,2532,39.63,1
2196,gb44176,m,arizona,central,college,40994.0,four-door car,personal auto,106.0,8378,60.23,0
2197,rh70194,m,nevada,central,bachelor,29638.0,four-door car,personal auto,64.0,5093,307.2,0
2198,tl40288,f,oregon,north west,college,50510.55,four-door car,personal auto,119.0,13353,729.6,0
2199,vz70667,f,oregon,north west,college,26056.0,four-door car,personal auto,73.0,14207,355.56,0
2200,gk21260,f,oregon,north west,doctor,22821.0,suv,personal auto,131.0,10233,740.06,0
2201,gs92994,f,washington,east,college,84581.0,four-door car,personal auto,96.0,15436,4.33,0
2202,ki91500,f,california,west,high school or below,22193.0,two-door car,personal auto,74.0,8641,415.54,0
2203,tl51969,m,washington,east,bachelor,30969.0,two-door car,personal auto,63.0,7335,358.23,1
2204,nr16284,f,california,west,college,70263.0,two-door car,personal auto,93.0,7463,7.35,0
2205,ma68039,m,california,west,high school or below,35056.0,two-door car,personal auto,96.0,3635,460.8,3
2206,zi51939,m,oregon,north west,college,73435.0,two-door car,corporate auto,69.0,5526,331.2,0
2207,nx93393,m,oregon,north west,high school or below,86096.0,two-door car,corporate auto,108.0,4335,518.4,0
2209,vt78222,m,oregon,north west,master,55808.0,suv,personal auto,116.0,9268,551.41,0
2210,ah17051,m,california,west,bachelor,29695.0,four-door car,personal auto,94.0,14700,554.14,0
2211,nc76877,f,california,west,bachelor,88043.0,four-door car,corporate auto,61.0,4905,188.72,0
2212,jd71348,m,california,west,college,60875.0,four-door car,personal auto,92.0,7289,410.85,0
2213,dr88293,m,arizona,central,bachelor,50510.55,four-door car,personal auto,77.0,8479,12.6,0
2214,zb23962,m,oregon,north west,high school or below,50510.55,suv,personal auto,118.0,7953,849.6,0
2215,jo90877,f,washington,east,bachelor,70974.0,four-door car,personal auto,71.0,2870,340.8,0
2216,ir45546,f,oregon,north west,bachelor,37518.0,sports car,special auto,131.0,10530,472.85,0
2217,lo99872,m,oregon,north west,college,28128.0,two-door car,personal auto,70.0,5498,336.0,0
2218,cw16221,f,oregon,north west,bachelor,45254.0,four-door car,corporate auto,93.0,7090,446.4,3
2220,wh63678,m,oregon,north west,master,74608.0,four-door car,corporate auto,68.0,2728,407.68,1
2221,te31876,f,california,west,high school or below,41004.0,sports car,personal auto,102.0,11815,489.6,3
2222,mu59158,f,arizona,central,master,38884.0,two-door car,personal auto,102.0,4091,423.82,0
2223,lv57595,f,california,west,master,97131.0,four-door car,corporate auto,64.0,5182,307.2,0
2224,gy99495,m,oregon,north west,master,50510.55,four-door car,corporate auto,84.0,6172,403.2,0
2225,fn67085,m,california,west,college,22331.0,four-door car,corporate auto,64.0,2487,61.21,0
2226,us82470,m,arizona,central,bachelor,37541.0,suv,corporate auto,109.0,13094,96.21,0
2227,un53508,f,oregon,north west,bachelor,27357.0,four-door car,corporate auto,61.0,4688,292.8,0
2228,fk37308,f,oregon,north west,doctor,50510.55,two-door car,corporate auto,72.0,2703,41.93,0
2229,ew34780,f,california,west,bachelor,11885.0,four-door car,personal auto,101.0,11315,484.8,0
2230,hg97353,f,oregon,north west,bachelor,52717.0,four-door car,corporate auto,109.0,8680,60.15,0
2231,fm31768,f,arizona,central,high school or below,57693.0,four-door car,personal auto,76.0,5980,547.2,0
2232,do18118,f,oregon,north west,high school or below,50510.55,suv,personal auto,104.0,10997,748.8,0
2233,bc31913,f,arizona,central,bachelor,73903.0,four-door car,corporate auto,73.0,11718,439.36,0
2235,ko86181,f,oregon,north west,college,50510.55,suv,personal auto,111.0,6942,532.8,3
2236,nt38409,m,california,west,college,79452.0,four-door car,corporate auto,65.0,2551,187.68,0
2237,ip77666,f,nevada,central,bachelor,72540.0,two-door car,personal auto,88.0,10657,631.74,0
2238,kl80110,f,arizona,central,college,89513.0,suv,personal auto,116.0,9333,232.95,0
2239,kr35099,m,washington,east,college,60920.0,two-door car,personal auto,64.0,7507,231.2,0
2240,yp41539,f,oregon,north west,high school or below,88669.0,four-door car,personal auto,66.0,5320,213.57,1
2241,mm10866,f,california,west,bachelor,79090.0,suv,personal auto,107.0,8609,289.04,0
2242,wd88264,m,washington,east,high school or below,17101.0,suv,corporate auto,113.0,12299,542.4,0
2243,xn18885,m,oregon,north west,high school or below,44788.0,four-door car,personal auto,61.0,7285,386.03,0
2244,vb94165,m,nevada,central,master,50510.55,two-door car,special auto,93.0,6714,604.27,1
2245,fg71665,m,arizona,central,bachelor,26790.0,two-door car,personal auto,71.0,2810,340.8,0
2246,iv98398,m,california,west,bachelor,81955.0,suv,corporate auto,126.0,15320,720.05,0
2247,yn39714,f,oregon,north west,high school or below,80213.0,two-door car,personal auto,70.0,8489,440.27,0
2248,wl92199,m,arizona,central,doctor,50510.55,four-door car,personal auto,66.0,2379,90.99,0
2249,kc36987,m,oregon,north west,bachelor,47950.0,suv,personal auto,170.0,13334,780.99,1
2250,jw24212,m,oregon,north west,bachelor,50510.55,suv,personal auto,101.0,3123,960.12,4
2251,og57342,m,washington,east,doctor,50510.55,four-door car,corporate auto,65.0,2383,312.0,0
2252,sn49269,m,oregon,north west,high school or below,72353.0,two-door car,personal auto,66.0,7813,316.8,0
2253,re52529,f,california,west,high school or below,81872.0,four-door car,corporate auto,115.0,14024,256.44,0
2254,eq68292,m,arizona,central,bachelor,74606.0,two-door car,corporate auto,68.0,5335,109.11,0
2256,jr62870,m,california,west,high school or below,41438.0,two-door car,personal auto,72.0,5703,323.84,0
2257,nn40477,f,arizona,central,bachelor,52679.0,sports car,personal auto,110.0,4281,528.0,2
2259,fg24548,m,oregon,north west,bachelor,44524.0,four-door car,personal auto,70.0,11044,200.77,0
2260,dz89536,m,oregon,north west,master,60244.0,four-door car,corporate auto,83.0,3238,326.28,3
2264,zn36983,m,california,west,college,50510.55,four-door car,personal auto,86.0,9007,412.8,1
2265,ot40088,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,66.0,9905,475.2,0
2268,ih64929,m,california,west,high school or below,87197.0,two-door car,personal auto,63.0,4956,247.4,0
2269,fd20455,m,california,west,bachelor,50510.55,sports car,personal auto,100.0,6537,720.0,0
2270,et89070,f,california,west,high school or below,85221.0,sports car,personal auto,117.0,9449,516.91,0
2271,dy87071,m,arizona,central,high school or below,96306.0,four-door car,personal auto,95.0,7519,185.36,1
2272,ax10148,f,california,west,bachelor,50510.55,four-door car,personal auto,66.0,2409,316.8,0
2274,ku92052,f,california,west,high school or below,50510.55,four-door car,personal auto,62.0,4398,382.07,0
2275,fb17016,f,oregon,north west,bachelor,54507.0,suv,personal auto,138.0,5470,702.99,0
2276,bm45823,m,oregon,north west,college,50510.55,four-door car,personal auto,101.0,3173,484.8,4
2279,vb57504,m,california,west,high school or below,30027.0,four-door car,personal auto,65.0,2561,312.0,0
2280,nt25078,m,nevada,central,bachelor,23156.0,four-door car,special auto,88.0,3388,422.4,2
2281,fh86704,m,california,west,high school or below,50510.55,four-door car,personal auto,93.0,6439,669.6,0
2282,kx32370,m,california,west,college,23222.0,two-door car,corporate auto,90.0,7079,252.94,0
2283,nn76284,f,california,west,college,50510.55,four-door car,corporate auto,65.0,2418,468.0,0
2285,mm44301,f,california,west,college,21073.0,suv,corporate auto,106.0,7805,508.8,1
2287,rt37588,f,arizona,central,high school or below,69268.0,two-door car,personal auto,93.0,11218,19.17,0
2288,lf19061,f,arizona,central,high school or below,74561.0,two-door car,personal auto,68.0,5427,234.39,1
2289,ew73451,m,arizona,central,high school or below,72421.0,four-door car,personal auto,65.0,2592,312.0,0
2290,uc29668,f,oregon,north west,master,50510.55,two-door car,corporate auto,71.0,2601,17.03,0
2291,zc32761,m,arizona,central,bachelor,57961.0,two-door car,personal auto,72.0,8433,38.51,0
2292,fq22639,m,california,west,college,35205.0,four-door car,personal auto,76.0,2968,178.84,0
2293,yz60434,m,oregon,north west,master,50510.55,four-door car,personal auto,74.0,5380,59.03,0
2294,mj45965,m,oregon,north west,high school or below,72309.0,four-door car,personal auto,68.0,8060,244.73,0
2295,is95398,f,nevada,central,bachelor,76352.0,suv,personal auto,109.0,8445,501.84,2
2296,lz81665,m,washington,east,high school or below,50510.55,suv,personal auto,100.0,9655,720.0,2
2297,op43389,f,california,west,college,29057.0,suv,corporate auto,102.0,8178,489.6,0
2298,pi98333,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,66.0,2353,501.15,0
2299,yx67409,m,california,west,bachelor,25595.0,suv,personal auto,101.0,8059,484.8,0
2300,xr85926,m,oregon,north west,bachelor,58058.0,four-door car,personal auto,67.0,8012,355.2,0
2302,ax36597,f,arizona,central,college,50510.55,four-door car,personal auto,81.0,5907,390.16,0
2303,ic94434,f,california,west,bachelor,23815.0,four-door car,corporate auto,73.0,8258,424.33,0
2304,zx56541,m,california,west,bachelor,45329.0,two-door car,personal auto,65.0,4954,312.0,3
2306,yl78930,m,oregon,north west,college,19794.0,four-door car,personal auto,105.0,3795,504.0,0
2307,zx17330,m,arizona,central,bachelor,92401.0,four-door car,personal auto,64.0,2537,50.36,0
2308,mk92016,m,oregon,north west,bachelor,50510.55,suv,corporate auto,109.0,8026,898.43,0
2309,kh93541,f,nevada,central,college,83000.0,four-door car,corporate auto,97.0,7787,378.56,1
2310,ug12132,f,washington,east,college,77693.0,four-door car,personal auto,65.0,5257,225.05,0
2311,bv35683,f,arizona,central,bachelor,62902.0,two-door car,personal auto,69.0,8256,159.38,0
2312,pn69476,m,nevada,central,master,50510.55,two-door car,personal auto,70.0,2453,449.6,2
2313,hb70063,m,washington,east,college,43386.0,suv,personal auto,111.0,4313,413.0,0
2314,cr59224,m,california,west,bachelor,29120.0,two-door car,corporate auto,72.0,5557,345.6,0
2315,rh97231,m,washington,east,bachelor,48893.0,suv,personal auto,110.0,8694,787.89,0
2316,fy67942,f,california,west,college,92931.0,suv,personal auto,146.0,11831,503.14,0
2317,hg68775,f,washington,east,college,15462.0,four-door car,corporate auto,115.0,4506,611.94,0
2318,ed28429,m,washington,east,bachelor,50510.55,two-door car,personal auto,62.0,4160,446.4,0
2319,ih17933,m,washington,east,college,70088.0,suv,personal auto,112.0,4462,536.48,0
2320,ne67816,m,oregon,north west,college,25558.0,four-door car,personal auto,63.0,2515,453.6,0
2321,qj65091,f,arizona,central,high school or below,50510.55,sports car,corporate auto,112.0,8007,537.6,0
2322,tr75465,m,washington,east,master,50510.55,suv,personal auto,134.0,9901,643.2,0
2323,lm12349,f,washington,east,bachelor,36328.0,suv,corporate auto,155.0,12283,388.15,0
2325,sl70555,m,california,west,bachelor,69114.0,suv,personal auto,103.0,8185,162.2,0
2326,xi31845,f,oregon,north west,high school or below,45302.0,suv,personal auto,133.0,16008,638.4,0
2327,dq34772,m,arizona,central,high school or below,50510.55,four-door car,personal auto,88.0,6362,110.53,0
2329,sj87108,f,arizona,central,bachelor,23904.0,suv,corporate auto,123.0,4334,590.4,3
2330,pl33465,f,arizona,central,bachelor,63774.0,four-door car,personal auto,111.0,4376,60.04,0
2331,xl80761,m,california,west,college,67544.0,suv,corporate auto,116.0,9294,556.8,0
2332,sb41594,m,california,west,college,26691.0,four-door car,personal auto,65.0,2543,312.0,0
2333,ub51030,f,washington,east,high school or below,50510.55,four-door car,special auto,62.0,6582,297.6,0
2334,kt46283,m,california,west,college,58089.0,suv,corporate auto,118.0,4686,566.4,0
2335,wz65217,m,nevada,central,bachelor,50510.55,suv,personal auto,136.0,14325,652.8,0
2336,jb11283,m,california,west,bachelor,99583.0,four-door car,personal auto,64.0,12743,99.67,0
2337,tm13014,m,california,west,bachelor,50510.55,four-door car,personal auto,68.0,2434,271.49,0
2339,fp78531,f,california,west,bachelor,68956.0,suv,personal auto,118.0,13432,118.54,2
2340,rn41087,f,california,west,high school or below,50510.55,four-door car,personal auto,73.0,2754,298.67,0
2341,wj88394,f,nevada,central,college,20588.0,suv,personal auto,113.0,8653,586.39,0
2342,lh94971,m,oregon,north west,bachelor,37840.0,four-door car,corporate auto,90.0,7058,432.0,0
2343,vw34309,f,oregon,north west,bachelor,43440.0,four-door car,personal auto,74.0,5907,128.21,0
2344,xh47320,f,nevada,central,master,83195.0,two-door car,personal auto,73.0,2937,332.69,1
2345,gx13549,f,california,west,high school or below,50510.55,four-door car,personal auto,70.0,4974,336.0,0
2346,vy32314,m,oregon,north west,high school or below,43209.0,sports car,personal auto,110.0,4269,528.0,0
2347,tf65501,f,california,west,high school or below,37308.0,suv,personal auto,115.0,4602,552.0,0
2348,eo24423,m,arizona,central,master,22239.0,four-door car,personal auto,62.0,2405,297.6,0
2349,la79102,f,california,west,doctor,66106.0,two-door car,personal auto,95.0,7638,250.32,1
2350,ft74388,m,nevada,central,high school or below,97065.0,suv,personal auto,117.0,4624,561.6,0
2351,ze59592,m,oregon,north west,college,24910.0,two-door car,personal auto,69.0,5470,746.11,0
2352,ju64043,m,oregon,north west,master,49414.0,four-door car,personal auto,68.0,4999,159.63,5
2353,tr96772,f,arizona,central,high school or below,61148.0,sports car,personal auto,132.0,15957,98.21,0
2354,dq35195,f,arizona,central,bachelor,52494.0,two-door car,corporate auto,119.0,9276,571.2,0
2355,no74162,m,arizona,central,high school or below,20538.0,suv,personal auto,104.0,7595,499.2,0
2358,qm78112,m,washington,east,bachelor,26790.0,two-door car,personal auto,71.0,2810,340.8,0
2359,gi30974,m,oregon,north west,bachelor,50510.55,four-door car,corporate auto,65.0,2337,468.0,0
2360,nm51858,m,oregon,north west,high school or below,53252.0,suv,personal auto,117.0,4668,561.6,0
2361,zl37444,m,california,west,doctor,24164.0,sports car,personal auto,137.0,10972,657.6,0
2363,ix45386,m,arizona,central,college,81721.0,four-door car,personal auto,63.0,2479,133.9,0
2365,ng34818,m,california,west,bachelor,42314.0,four-door car,personal auto,80.0,6282,56.39,0
2366,ee95568,f,california,west,bachelor,89892.0,suv,personal auto,135.0,10954,526.25,0
2367,lm84166,m,california,west,bachelor,50510.55,two-door car,personal auto,92.0,3164,662.4,1
2368,ro32883,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,117.0,7805,91.06,4
2369,oi68331,f,california,west,doctor,21576.0,four-door car,personal auto,65.0,5207,312.0,0
2370,pw95813,f,oregon,north west,high school or below,10312.0,four-door car,personal auto,78.0,2886,486.28,0
2371,lm50087,f,arizona,central,college,50632.0,two-door car,corporate auto,62.0,2484,54.96,0
2373,ka62636,m,oregon,north west,high school or below,97917.0,two-door car,personal auto,67.0,4928,279.18,5
2374,vg85511,m,arizona,central,college,28280.0,sports car,personal auto,116.0,8760,556.8,0
2375,gt18023,f,california,west,high school or below,86195.0,suv,special auto,139.0,11282,601.67,0
2376,vi35467,f,nevada,central,master,89797.0,suv,personal auto,106.0,4316,70.96,0
2377,lf75926,m,arizona,central,college,50510.55,four-door car,personal auto,63.0,4492,302.4,0
2381,jr72064,m,arizona,central,high school or below,44656.0,two-door car,personal auto,70.0,8271,336.0,0
2382,an79079,m,arizona,central,doctor,40870.0,suv,personal auto,105.0,12732,504.0,0
2383,ds45844,m,california,west,college,50510.55,sports car,corporate auto,117.0,4167,94.94,0
2384,qj90136,f,california,west,high school or below,28363.0,sports car,personal auto,133.0,10455,638.4,0
2385,os95734,f,california,west,bachelor,94508.0,four-door car,personal auto,88.0,7074,491.38,0
2386,kt21352,m,oregon,north west,high school or below,50510.55,four-door car,personal auto,64.0,7046,324.7,0
2387,cg33085,m,oregon,north west,doctor,50510.55,suv,personal auto,124.0,13357,696.03,0
2389,hw93117,f,california,west,bachelor,50510.55,sports car,corporate auto,116.0,8169,835.2,0
2390,on63161,f,oregon,north west,high school or below,18017.0,four-door car,personal auto,114.0,8583,547.2,0
2391,ht64629,f,washington,east,high school or below,50510.55,suv,personal auto,117.0,12234,930.59,0
2392,xe59612,m,nevada,central,high school or below,63741.0,four-door car,corporate auto,91.0,7186,36.98,0
2393,vz39362,f,oregon,north west,high school or below,57078.0,sports car,personal auto,113.0,9060,542.4,1
2394,sl71970,f,oregon,north west,high school or below,50510.55,four-door car,special auto,67.0,2336,458.66,0
2395,yo29244,f,oregon,north west,bachelor,25239.0,suv,personal auto,100.0,7995,150.96,0
2396,tn85931,f,oregon,north west,high school or below,29227.0,two-door car,special auto,74.0,5898,421.19,0
2397,pp92749,f,california,west,bachelor,60021.0,four-door car,special auto,99.0,3939,882.87,0
2398,mb54287,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,73.0,2695,780.57,0
2399,jq93340,m,nevada,central,high school or below,83208.0,four-door car,special auto,68.0,5459,325.87,0
2400,ln20978,f,oregon,north west,bachelor,25983.0,four-door car,corporate auto,90.0,10722,432.0,0
2401,zd59913,f,oregon,north west,high school or below,25965.0,four-door car,corporate auto,65.0,2491,329.21,0
2402,bg80246,f,arizona,central,college,22679.0,two-door car,personal auto,72.0,5570,345.6,0
2403,vp48253,m,arizona,central,high school or below,41186.0,four-door car,personal auto,70.0,5101,242.32,4
2404,br39076,f,california,west,high school or below,50510.55,four-door car,personal auto,67.0,7634,445.7,0
2405,zd29731,m,california,west,college,29070.0,two-door car,personal auto,61.0,4657,292.8,2
2406,qr88427,f,nevada,central,bachelor,50510.55,four-door car,personal auto,63.0,4363,302.4,0
2407,wn69789,f,california,west,college,33485.0,four-door car,personal auto,63.0,2527,343.71,0
2408,lz39487,f,washington,east,high school or below,58206.0,four-door car,personal auto,64.0,5123,454.19,0
2409,go42840,m,oregon,north west,high school or below,87492.0,two-door car,personal auto,62.0,2484,264.46,0
2410,sr96970,m,oregon,north west,bachelor,50510.55,four-door car,personal auto,98.0,3489,705.6,0
2411,ed90879,m,nevada,central,bachelor,20757.0,four-door car,corporate auto,102.0,7326,216.43,3
